extracted_text,uid,wiki_link,article_title,topic
"אמברגו נשק הוא איסור או הגבלה על מכירת כלי נשק או טכנולוגיה דו-שימושית למדינה כלשהי.
אמברגו נשק על מדינה כלשהי עשוי לשרת מטרה אחת או יותר, למשל:

גינו",d2e2ec83-bc3f-45a5-b3b9-a52304909ed0,https://he.wikipedia.org/wiki/אמברגו_נשק,אמברגו נשק,Politics
"אגודת איסלנד-פלסטין נוסדה ב-29 בנובמבר 1987 כשמטרותיה המוצהרות הן חיזוק הידידות והקשרים בין האיסלנדים לפלסטינים, קידום השלום בפלסטין, פעולה נגד אפרטהי",be56a7d3-f29f-44c7-a30a-9c0047f3f1f1,https://he.wikipedia.org/wiki/אגודת_איסלנד-פלסטין,אגודת איסלנד-פלסטין,Politics
"הבוחר החציוני הוא הבוחר העומד במרכז המפה הפוליטית מבחינת עמדותיו ונטיותיו הפוליטיות, והאופן שבו הוא נתפש על ידי הפוליטיקאים. עמדות המועמדים הרוצים להי",ed5ddf42-0584-4059-8308-ec94c37ccdc9,https://he.wikipedia.org/wiki/הבוחר_החציוני,הבוחר החציוני,Politics
אתיקה פוליטית (ידועה גם כמוסר פוליטי או אתיקה ציבורית) היא הנוהג של קבלת שיפוטים מוסריים לגבי פעולות פוליטיות וסוכנים פוליטיים. היא מכסה שני תחומים: א,5d3e516e-2e8c-4b98-aab7-75901dec6cca,https://he.wikipedia.org/wiki/אתיקה_פוליטית,אתיקה פוליטית,Politics
"אימונואסיי (Immunoassay) היא סוג בדיקה ביוכימית המודדת את נוכחותן או ריכוזן של מקרומולקולות או מולקולות קטנות בתמיסה, באמצעות השימוש בנוגדנים (בדרך כל",39fa6c73-0fb6-4704-b108-2aa396986704,https://he.wikipedia.org/wiki/אימונואסיי,אימונואסיי,Medicine
"אשפוז הוא שהות של אדם במחלקת אשפוז בבית חולים, כלומר מחלקה המיועדת להלנת מטופלים במשך זמן לצורך השגחה, בדיקה ו/או טיפול רפואיים, ושבה נמצאים החדרים, כ",11319934-944d-47f9-b8e5-3cda00fe3d6a,https://he.wikipedia.org/wiki/אשפוז,אשפוז,Medicine
"רפואה (הנקראת לעיתים גם רפואה קונבנציונלית או רפואה מקובלת), היא ענף של המדע ומקצוע, העוסק באבחון, מחקר, וטיפול במחלות, בשיפור הבריאות וברפואה מונעת. ",445aff7a-5b52-4d06-982c-db44fc7d21e4,https://he.wikipedia.org/wiki/רפואה,רפואה,Medicine
"אשפוז בית (נקרא גם אשפוז ביתי) הוא טיפול תומך המתקיים בבית המטופל תחת מעקב רפואי, בניגוד לטיפול הניתן במרפאות או בבתי אבות. אשפוז בית מאפשר נגישות רפו",e6f62968-2464-4ecd-9367-6674f1f19953,https://he.wikipedia.org/wiki/אשפוז_בית,אשפוז בית,Medicine
"DAF-2 הוא הגן הביולוגי הראשון שהתגלה, אשר הוכח, שביטול או ניטרול פעילותו יכולים לגרום לאריכות ימים, או לחלופין, פעילותו הרגילה גורמת לקיצור משך החיים.",bb85d0d8-f370-4a29-aeed-65e4b1610981,https://he.wikipedia.org/wiki/DAF-2,DAF-2,Medicine
גל ירוק היא תכונה של מערכת בקרת רמזורים. תכונה זו מופעלת בסדרה של רמזורים (על פי רוב שלושה או יותר) הנמצאים על ציר נסיעה. תכונת הגל הירוק מיועדת לאפשר,d9fe6675-dfbc-4f59-b844-ae93aac2fefb,https://he.wikipedia.org/wiki/גל_ירוק,גל ירוק,Transportation
אזור שירות הוא מתקן ציבורי הממוקם לצדו של כביש מהיר ושבו מתאפשרת עצירת כלי רכב מבלי לעזוב את הכביש המהיר. המונח שמור בדרך כלל לאזורים בהם נמצאים נותני,886ae274-8660-4cec-8734-385c34c40c81,https://he.wikipedia.org/wiki/אזור_שירות,אזור שירות,Transportation
"תחבורה היא העברה של אנשים וסחורה ממקום אחד למקום אחר על ידי אמצעי תחבורה. ישנם אמצעי תחבורה אוויריים, ימיים, יבשתיים, חלליים, וכן גם שילוב של כמה אמצע",7e121651-0207-4807-842a-2639fa452442,https://he.wikipedia.org/wiki/תחבורה,תחבורה,Transportation
"חברת תעופה היא חברה שמתמחה בהטסת אנשים או שינוע סחורות ממקום מסוים לאחר, על ידי שימוש בכלי תעופה (בדרך כלל מטוס נוסעים). חברות התעופה עובדות לעיתים בש",7fed3621-ab3b-4108-95e9-2e414765fdf9,https://he.wikipedia.org/wiki/חברת_תעופה,חברת תעופה,Transportation
"דֶרֶךְ היא רצועת ארץ אשר מחברת בין שני מקומות או יותר, ומיושרת או מוכשרת באופן אחר כדי לאפשר מעבר ותנועה של תחבורה. המונח מתייחס גם לשביל שעצם התנועה ",48360aa4-49e2-4dda-9fa8-88349065a3a5,https://he.wikipedia.org/wiki/דרך,דרך,Transportation
